Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type
203,Connecticut,East,Small Market,0,87,160,63,87,57,506,10,60,80,140,5,03-01-2011 00:00,Espresso,Caffe Mocha,Regular
203,Connecticut,East,Small Market,0,87,160,63,87,57,521,10,60,80,140,5,04-01-2011 00:00,Espresso,Caffe Mocha,Regular
203,Connecticut,East,Small Market,4,90,153,64,81,58,551,20,60,90,150,5,05-01-2011 00:00,Espresso,Caffe Mocha,Regular
203,Connecticut,East,Small Market,3,87,159,62,85,56,612,20,50,90,140,5,09-01-2011 00:00,Espresso,Caffe Mocha,Regular
203,Connecticut,East,Small Market,-3,76,140,55,78,49,627,10,50,70,120,5,12-01-2011 00:00,Espresso,Caffe Mocha,Regular
203,Connecticut,East,Small Market,29,75,130,55,46,18,305,40,50,70,120,6,02-01-2010 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,22,65,113,48,43,15,334,40,40,70,110,6,05-01-2010 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,16,57,100,43,41,14,388,20,40,50,90,6,07-01-2010 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,16,56,98,42,40,13,384,20,40,50,90,6,08-01-2010 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,47,75,145,55,47,18,312,40,50,70,120,6,01-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,39,71,132,53,45,17,299,40,50,70,120,6,03-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,22,56,97,42,37,13,384,20,40,50,90,6,08-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,31,64,118,47,43,15,375,50,30,60,90,6,10-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,39,71,132,53,45,17,380,40,50,70,120,6,11-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,31,65,121,49,44,16,392,40,40,70,110,6,12-01-2011 00:00,Espresso,Decaf Espresso,Decaf
203,Connecticut,East,Small Market,39,104,189,85,65,32,476,40,60,80,140,9,03-01-2010 00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,32,93,169,76,61,28,580,40,50,80,130,9,06-01-2010 00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,50,98,190,80,64,30,494,30,60,70,130,9,04-01-2011 00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,36,83,160,67,59,25,599,20,50,60,110,9,09-01-2011 00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,50,98,189,79,64,30,593,30,40,50,90,9,10-01-2011 00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,46,89,163,74,43,22,949,50,50,70,120,10,03-01-2010 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,68,90,176,75,44,23,956,50,50,70,120,10,02-01-2011 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,52,80,147,68,39,21,998,40,50,60,110,10,05-01-2011 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,49,74,145,62,41,19,1059,40,40,60,100,10,09-01-2011 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,52,77,151,65,42,20,1053,50,30,50,80,10,10-01-2011 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,53,76,148,63,40,19,1075,40,40,60,100,10,12-01-2011 00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,43,68,115,47,25,13,821,60,40,80,120,11,04-01-2010 00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,32,52,87,35,20,9,894,50,30,60,90,11,07-01-2010 00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,28,49,83,34,21,9,890,40,30,50,80,11,08-01-2010 00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,41,64,108,44,23,12,886,50,40,70,110,11,09-01-2010 00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,46,55,91,37,20,10,876,40,30,60,90,11,06-01-2011 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,38,77,130,53,39,16,338,70,60,100,160,2,01-01-2010 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,48,89,150,61,41,19,325,80,70,110,180,2,03-01-2010 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,56,99,167,68,43,21,438,110,90,140,230,2,10-01-2010 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,59,77,145,53,41,16,338,70,60,100,160,2,01-01-2011 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,80,100,180,69,46,22,340,90,80,130,210,2,04-01-2011 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,91,114,191,79,45,25,425,110,90,150,240,2,06-01-2011 00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,15,128,220,92,113,83,541,60,110,160,270,3,02-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,16,132,227,95,116,86,532,70,110,170,280,3,03-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,17,132,227,95,115,86,554,70,110,170,280,3,04-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24,154,264,110,130,100,665,90,130,200,330,3,06-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,34,184,317,133,150,120,705,100,160,230,390,3,08-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24,132,242,95,116,86,532,70,110,170,280,3,03-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,33,154,262,110,121,100,665,90,130,200,330,3,06-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,43,173,294,124,132,112,717,100,150,220,370,3,07-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24,130,238,93,114,84,692,60,110,160,270,3,09-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,25,134,245,96,117,87,683,100,140,190,330,3,10-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,30,145,266,105,125,95,716,50,120,170,290,3,12-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,0,87,150,63,87,57,506,10,40,60,100,13,03-01-2010 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,-8,61,105,44,69,39,617,10,20,50,70,13,08-01-2010 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0,84,144,60,84,54,606,10,20,40,60,13,10-01-2010 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,1,86,147,61,85,55,613,0,40,60,100,13,11-01-2010 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0,87,160,63,87,57,521,10,40,60,100,13,04-01-2011 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,3,90,153,64,82,58,551,10,40,60,100,13,05-01-2011 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,3,87,159,62,85,56,612,10,40,60,100,13,09-01-2011 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0,84,153,60,84,54,606,10,20,40,60,13,10-01-2011 00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,16,72,130,58,56,22,338,20,50,70,120,5,05-01-2010 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,18,74,133,59,56,22,403,20,50,70,120,5,07-01-2010 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,20,66,134,54,56,20,312,20,50,60,110,5,01-01-2011 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,18,65,126,53,53,20,306,20,50,60,110,5,02-01-2011 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,22,70,135,57,55,21,313,30,50,70,120,5,04-01-2011 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,19,67,129,54,54,20,391,20,50,60,110,5,11-01-2011 00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,39,81,150,69,42,21,965,60,60,80,140,6,01-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,39,82,151,69,43,21,965,60,60,80,140,6,04-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,47,92,170,78,45,24,995,60,70,90,160,6,05-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,71,123,226,103,52,31,1073,90,90,120,210,6,08-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,53,99,182,83,46,25,1063,70,70,100,170,6,09-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,45,89,164,75,44,23,1063,40,70,80,150,6,11-01-2010 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,59,84,165,71,44,22,950,50,60,80,140,6,03-01-2011 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,58,82,161,69,43,21,965,60,60,80,140,6,04-01-2011 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,65,92,168,78,42,24,995,60,70,90,160,6,05-01-2011 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,79,99,194,83,46,25,1063,70,70,100,170,6,09-01-2011 00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,115,186,310,124,71,40,961,120,100,170,270,8,01-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,121,195,325,130,74,42,945,120,110,170,280,8,02-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,115,186,309,123,71,40,932,120,100,170,270,8,03-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,98,165,275,110,67,36,1020,100,90,150,240,8,05-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,79,140,232,92,61,30,1102,90,70,130,200,8,06-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,115,188,313,125,73,41,1119,130,90,160,250,8,10-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,122,195,325,130,73,42,1134,120,120,180,300,8,11-01-2010 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,180,195,346,130,74,42,945,120,110,170,280,8,02-01-2011 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,157,176,311,116,70,38,962,110,90,160,250,8,04-01-2011 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,181,195,346,130,73,42,1134,120,120,180,300,8,11-01-2011 00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,36,59,99,40,23,11,793,50,30,50,80,9,05-01-2010 00:00,Herbal Tea,Lemon,Decaf
206,Washington,West,Small Market,50,59,98,40,21,11,793,50,30,50,80,9,05-01-2011 00:00,Herbal Tea,Lemon,Decaf
206,Washington,West,Small Market,62,105,167,62,43,19,346,40,40,70,110,11,03-01-2010 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,57,99,159,60,42,18,329,40,20,50,70,11,10-01-2010 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,98,109,185,65,43,20,372,40,40,70,110,11,02-01-2011 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,57,78,124,47,34,14,371,30,30,50,80,11,06-01-2011 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,80,94,161,57,40,17,349,40,30,70,100,11,09-01-2011 00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,41,81,137,56,40,17,382,40,30,60,90,12,02-01-2010 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,24,59,99,40,35,12,443,20,20,40,60,12,06-01-2010 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,20,54,90,36,34,11,458,30,20,40,60,12,08-01-2010 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,34,71,120,49,37,15,454,30,30,50,80,12,11-01-2010 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,75,89,168,61,43,19,390,40,40,60,100,12,01-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,56,77,137,52,39,16,376,30,30,50,80,12,03-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,45,68,121,46,38,14,388,20,30,40,70,12,04-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,33,59,98,40,33,12,443,20,20,40,60,12,06-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,28,54,89,36,32,11,458,30,20,40,60,12,08-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,50,71,128,49,37,15,454,30,30,50,80,12,11-01-2011 00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,32,58,103,45,26,14,605,30,40,50,90,4,04-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,34,62,110,48,28,15,599,40,40,60,100,4,05-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,34,62,110,48,28,15,593,40,40,60,100,4,06-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,36,65,115,50,29,16,587,50,40,70,110,4,07-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,17,39,69,30,22,9,581,30,20,40,60,4,08-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,21,43,76,33,22,10,577,30,30,40,70,4,09-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,10,29,51,22,19,7,573,20,10,20,30,4,10-01-2010 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,55,62,123,48,28,15,623,40,40,60,100,4,01-01-2011 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,47,62,109,48,26,15,599,40,40,60,100,4,05-01-2011 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,50,65,114,50,27,16,587,50,40,70,110,4,07-01-2011 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,15,29,54,22,19,7,573,20,10,20,30,4,10-01-2011 00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,19,32,60,24,19,7,567,20,20,30,50,4,12-01-2011 00:00,Espresso,Caffe Latte,Regular
209,California,West,Major Market,-84,-21,106,127,63,40,1215,-80,160,-30,130,1,05-01-2010 00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-138,-67,87,154,71,49,1832,-150,190,-90,100,1,07-01-2010 00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-3,50,162,95,55,30,608,30,110,70,180,1,01-01-2011 00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-131,-25,109,127,63,40,2947,-90,150,-30,120,1,12-01-2011 00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,276,428,712,284,152,99,2108,400,350,540,890,2,04-01-2010 00:00,Coffee,Columbian,Regular
209,California,West,Major Market,410,428,759,284,152,99,2108,400,350,540,890,2,04-01-2011 00:00,Coffee,Columbian,Regular
209,California,West,Major Market,88,114,201,75,55,24,659,40,50,80,130,13,11-01-2011 00:00,Tea,Green Tea,Regular
209,California,West,Major Market,25,168,289,121,143,109,788,30,110,160,270,5,05-01-2010 00:00,Espresso,Caffe Mocha,Regular
209,California,West,Major Market,216,329,576,247,113,81,1744,210,240,310,550,6,12-01-2010 00:00,Espresso,Decaf Espresso,Decaf
209,California,West,Major Market,321,329,614,247,113,81,1744,210,240,310,550,6,12-01-2011 00:00,Espresso,Decaf Espresso,Decaf
209,California,West,Major Market,148,137,247,95,37,26,809,100,80,120,200,8,02-01-2011 00:00,Herbal Tea,Chamomile,Decaf
209,California,West,Major Market,196,295,546,251,99,77,1268,200,210,270,480,9,09-01-2010 00:00,Herbal Tea,Lemon,Decaf
209,California,West,Major Market,291,295,582,251,99,77,1268,200,210,270,480,9,09-01-2011 00:00,Herbal Tea,Lemon,Decaf
209,California,West,Major Market,26,51,90,39,25,12,541,40,20,40,60,10,10-01-2010 00:00,Herbal Tea,Mint,Decaf
209,California,West,Major Market,120,163,276,113,43,31,897,90,70,110,180,11,06-01-2010 00:00,Tea,Darjeeling,Regular
209,California,West,Major Market,79,111,187,76,32,21,580,50,30,50,80,12,10-01-2010 00:00,Tea,Earl Grey,Regular
210,Texas,South,Major Market,192,288,532,244,96,75,1213,270,300,360,660,2,06-01-2010 00:00,Coffee,Columbian,Regular
210,Texas,South,Major Market,112,152,256,104,40,29,952,120,80,140,220,5,07-01-2010 00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,133,179,302,123,46,34,915,100,70,120,190,5,10-01-2010 00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,184,178,298,123,42,34,941,120,100,150,250,5,08-01-2011 00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,48,73,123,50,25,14,589,40,30,60,90,6,11-01-2010 00:00,Espresso,Decaf Espresso,Decaf
210,Texas,South,Major Market,26,51,84,34,30,10,428,30,30,50,80,9,08-01-2011 00:00,Herbal Tea,Lemon,Decaf
212,New York,East,Major Market,83,117,198,81,34,22,460,100,80,130,210,13,04-01-2010 00:00,Tea,Green Tea,Regular
212,New York,East,Major Market,84,80,150,54,27,15,456,70,50,90,140,13,01-01-2011 00:00,Tea,Green Tea,Regular
212,New York,East,Major Market,123,124,208,86,33,24,499,100,90,130,220,13,05-01-2011 00:00,Tea,Green Tea,Regular
212,New York,East,Major Market,-224,-69,66,135,155,122,3641,-210,130,-70,60,5,12-01-2010 00:00,Espresso,Caffe Mocha,Regular
212,New York,East,Major Market,-304,-59,70,125,146,113,1382,-190,120,-60,60,5,04-01-2011 00:00,Espresso,Caffe Mocha,Regular
212,New York,East,Major Market,-392,-95,77,173,176,156,2615,-260,160,-90,70,5,08-01-2011 00:00,Espresso,Caffe Mocha,Regular
212,New York,East,Major Market,316,369,647,284,130,107,1565,180,210,290,500,9,08-01-2011 00:00,Herbal Tea,Lemon,Decaf
212,New York,East,Major Market,-238,-139,112,251,99,77,3948,-180,190,-110,80,10,09-01-2010 00:00,Herbal Tea,Mint,Decaf
212,New York,East,Major Market,138,185,312,127,47,35,1007,160,130,200,330,11,07-01-2010 00:00,Tea,Darjeeling,Regular
212,New York,East,Major Market,190,185,309,127,44,35,1007,160,130,200,330,11,07-01-2011 00:00,Tea,Darjeeling,Regular
212,New York,East,Major Market,187,283,543,260,96,72,1271,210,240,290,530,7,05-01-2010 00:00,Espresso,Regular Espresso,Regular
212,New York,East,Major Market,646,526,815,239,91,66,1197,450,210,510,720,7,10-01-2011 00:00,Espresso,Regular Espresso,Regular
213,California,West,Major Market,364,387,687,258,142,90,2067,360,320,480,800,2,02-01-2011 00:00,Coffee,Columbian,Regular
213,California,West,Major Market,508,546,902,364,166,127,2617,520,450,680,1130,2,08-01-2011 00:00,Coffee,Columbian,Regular
213,California,West,Major Market,349,374,664,249,139,87,2580,310,290,450,740,2,11-01-2011 00:00,Coffee,Columbian,Regular
213,California,West,Major Market,47,101,168,67,54,22,677,50,40,80,120,13,12-01-2010 00:00,Tea,Green Tea,Regular
213,California,West,Major Market,203,312,546,234,109,77,1310,200,220,300,520,6,01-01-2010 00:00,Espresso,Decaf Espresso,Decaf
213,California,West,Major Market,220,336,589,253,116,83,1686,220,240,320,560,6,09-01-2010 00:00,Espresso,Decaf Espresso,Decaf
213,California,West,Major Market,292,304,567,228,107,75,1691,190,220,290,510,6,11-01-2011 00:00,Espresso,Decaf Espresso,Decaf
213,California,West,Major Market,84,117,198,81,33,22,984,80,70,110,180,8,11-01-2010 00:00,Herbal Tea,Chamomile,Decaf
213,California,West,Major Market,165,253,467,214,88,66,923,170,180,230,410,9,03-01-2010 00:00,Herbal Tea,Lemon,Decaf
213,California,West,Major Market,174,265,490,225,91,69,1272,160,210,240,450,9,11-01-2010 00:00,Herbal Tea,Lemon,Decaf
213,California,West,Major Market,52,68,119,52,28,17,554,40,40,60,100,10,08-01-2011 00:00,Herbal Tea,Mint,Decaf
213,California,West,Major Market,128,172,290,118,44,33,930,110,80,130,210,11,11-01-2010 00:00,Tea,Darjeeling,Regular
213,California,West,Major Market,230,266,527,266,92,74,1819,170,250,260,510,4,07-01-2011 00:00,Espresso,Caffe Latte,Regular
213,California,West,Major Market,230,266,527,266,92,74,1797,170,250,260,510,4,08-01-2011 00:00,Espresso,Caffe Latte,Regular
214,Texas,South,Major Market,197,295,546,251,98,77,1268,280,310,370,680,2,09-01-2010 00:00,Coffee,Columbian,Regular
214,Texas,South,Major Market,70,109,193,84,39,27,603,110,100,140,240,3,03-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
214,Texas,South,Major Market,26,51,90,39,25,12,541,80,40,90,130,3,10-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
214,Texas,South,Major Market,52,79,133,54,27,15,601,40,40,60,100,6,12-01-2010 00:00,Espresso,Decaf Espresso,Decaf
214,Texas,South,Major Market,119,112,201,77,32,21,449,90,60,100,160,6,02-01-2011 00:00,Espresso,Decaf Espresso,Decaf
214,Texas,South,Major Market,33,80,140,60,47,19,329,50,50,80,130,8,02-01-2010 00:00,Herbal Tea,Chamomile,Decaf
214,Texas,South,Major Market,31,77,134,57,46,18,323,50,50,80,130,8,03-01-2010 00:00,Herbal Tea,Chamomile,Decaf
214,Texas,South,Major Market,28,63,109,47,40,15,420,30,40,60,100,8,07-01-2011 00:00,Herbal Tea,Chamomile,Decaf
214,Texas,South,Major Market,24,60,101,41,36,13,435,30,30,60,90,9,12-01-2010 00:00,Herbal Tea,Lemon,Decaf
216,Ohio,Central,Major Market,37,71,122,52,41,17,361,40,50,70,120,1,05-01-2011 00:00,Coffee,Amaretto,Regular
216,Ohio,Central,Major Market,42,72,133,53,44,17,410,50,50,80,130,1,09-01-2011 00:00,Coffee,Amaretto,Regular
216,Ohio,Central,Major Market,-5,71,122,51,76,46,503,30,40,70,110,3,10-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
216,Ohio,Central,Major Market,81,146,291,145,65,40,1304,120,160,180,340,5,07-01-2010 00:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,138,163,346,162,70,45,1091,130,180,200,380,5,04-01-2011 00:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,116,149,295,149,60,41,1156,120,170,180,350,5,05-01-2011 00:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,112,146,288,145,60,40,1304,120,160,180,340,5,07-01-2011 00:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,15,65,117,53,50,20,361,20,60,70,130,6,05-01-2011 00:00,Espresso,Decaf Espresso,Decaf
216,Ohio,Central,Major Market,11,60,108,49,48,18,414,20,50,70,120,6,08-01-2011 00:00,Espresso,Decaf Espresso,Decaf
216,Ohio,Central,Major Market,16,32,53,21,16,5,454,30,10,30,40,8,04-01-2010 00:00,Herbal Tea,Chamomile,Decaf
216,Ohio,Central,Major Market,12,26,44,18,16,5,478,20,10,20,30,8,06-01-2011 00:00,Herbal Tea,Chamomile,Decaf
216,Ohio,Central,Major Market,67,116,200,84,49,26,500,60,70,100,170,12,01-01-2010 00:00,Tea,Earl Grey,Regular
217,Illinois,Central,Major Market,111,201,345,144,90,47,862,130,150,210,360,2,01-01-2010 00:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,119,213,367,154,94,50,829,140,160,220,380,2,03-01-2010 00:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,156,265,456,191,109,63,865,170,200,270,470,2,04-01-2010 00:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,150,222,376,154,72,49,833,170,160,230,390,3,07-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
217,Illinois,Central,Major Market,136,139,262,95,55,30,608,100,100,140,240,3,01-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
217,Illinois,Central,Major Market,220,335,587,252,115,83,1316,280,290,400,690,5,04-01-2010 00:00,Espresso,Caffe Mocha,Regular
217,Illinois,Central,Major Market,313,324,604,243,113,80,1260,260,280,380,660,5,03-01-2011 00:00,Espresso,Caffe Mocha,Regular
217,Illinois,Central,Major Market,149,239,478,239,90,66,1464,200,270,290,560,6,04-01-2010 00:00,Espresso,Decaf Espresso,Decaf
217,Illinois,Central,Major Market,68,107,190,83,39,27,584,60,70,90,160,9,05-01-2010 00:00,Herbal Tea,Lemon,Decaf
217,Illinois,Central,Major Market,53,80,134,54,27,15,456,50,40,70,110,11,01-01-2010 00:00,Tea,Darjeeling,Regular
